,Unnamed: 0,AIN,TRA,Admin Region No,Common Area KY,Yr Sold to State,Recording Date,LAND Value,Improvement Value,GPP KY,Exmpt Claim Type KY,GPP Value,Fixture Value,Real Est Exmpt Value,PP Exmpt Value,Fixture Exmpt Value,Hmownr Exmpt Value,1st Owner Assee Name,1st Owner Name Overflow,2nd Owner Assee Name,Special Name Assee,SA KY,SA Date of Last Chng,SA Postal City Cde,SA House Number,SA Fraction,SA Direction,SA Unit,SA ZIP Cde,SA Street Name,SA City and State,MAO KY,MAO Date Of Last Chng,MAO Postal City Cde,MA House Number,MA Fraction,MA Direction,MA Unit,MA ZIP Cde,MA Street Name,MA City and State,LDLL Narative,LDLL Lot,LDLL Division,LDLL Region,LD Line1,LD Line2,LD Line3,LD Line4,LD Line 5,Zoning Code,Use Cde,Effective Yr,YR Built,Built SQ FT Main
7854,7854,4208023017,3170,25,0,2014,20150423,11675375,5076250,ÿ,ÿ,0,0,0,0,0,0,CULVER CITY CA SENIOR,PROPERTY LLC,,C/O ALTUS GROUP US INC,D,20060521,22,10955,,,,90232,WASHINGTON BLVD,CULVER CITY CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,,22,7,,CLARKDALE   1/2 VAC ALLEY ADJ ON SE AND,SE 5 FT (MEASURED ON SW LINE) OF LOT 8,AND 1/2 VAC ALLEY ADJ ON SE AND LOTS 9,AND 10 AND 1/2 VAC ALLEY ADJ ON NW AND,"(EX OF ST) LOTS 18, 19, 20, 21 AND",CCR4*,7500,1970,1970,33038
7858,7858,4214019010,67,25,0,0,20030701,1053454,809310,ÿ,ÿ,0,0,0,0,0,0,OHI ASSET LLC,,,"STEPHENSON,BOB",D,19950605,50,3951,,,,90066,EAST BLVD,LOS ANGELES CA,F,20090409,0,200,,,STE 3500,21030,INTERNATIONAL CIRCLE,HUNT VALLEY MD,TRACT # 928,86,,,,,,,,LAR1,7500,0,0,0
7878,7878,4282016007,8004,28,0,0,20130701,2133200,0,ÿ,ÿ,0,0,0,0,0,0,SANTA MONICA ASSISTED LIVING,OWNER LLC,,C/O SUNRISE SENIOR LIVING INC,D,19670924,84,1328,,,,90404,15TH ST,SANTA MONICA CA,F,20150707,0,7900,,,STE T900,22102,WESTPARK DR,MCLEAN VA,SANTA MON1CA,F,135,,,,,,,SMCP,7500,0,0,0
7889,7889,4292024029,8004,28,0,0,20060502,18470563,16161743,6,ÿ,442177,158367,0,0,0,0,BLC GARDENS SANTA MONICA LP,,,C/O FLANAGAN-BROOKDALE,D,19670924,84,853,,,,90403,2ND ST,SANTA MONICA CA,F,20150812,0,500,,N,STE 400,60654,DEARBORN ST,CHICAGO IL,"SANTA MONICA LOTS M,N,O AND P BLK 24",,,,,,,,,SMR3,7500,1990,1990,58558
7890,7890,4292025013,8004,25,0,0,20131218,6730975,626497,ÿ,ÿ,0,0,0,0,0,0,825 SM HEALTH INVESTORS LLC,,,C/O WP 111 LLC,D,20060521,84,825,,,,90403,OCEAN AVE,SANTA MONICA CA,F,20140805,0,1270,,,,28602,25TH STREET PL,HICKORY NC,,T,25,,SANTA MONICA LOT S AND SE 25 FT OF,,,,,SMR3*,7500,1951,1951,6593
7891,7891,4293007021,8604,7,0,0,20131218,9319812,1962338,ÿ,ÿ,0,0,0,0,0,0,413 SM HEALTH INVESTORS LLC,,,C/O WP III LLC,D,20050515,84,413,,,,90402,OCEAN AVE,SANTA MONICA CA,F,20140114,0,1270,,,,28602,25TH ST PL SE,HICKORY NC,SW LINES OF,22,I,,THE PALISADES NW 1/2 MEASURED ON NE AND,,,,,SMR4*,7500,1959,0,13052
7899,7899,4311004037,67,7,0,0,20150423,8122000,4111762,ÿ,ÿ,0,0,0,0,0,0,LOS ANGELES CA SENIOR,PROPERTY LLC,,C/O ALTUS GROUP US INC,D,19940609,50,3340,,,,90034,SHELBY DR,LOS ANGELES CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,BY DR TO BEG,,,,REPLAT OF A POR OF SOUTHWORTH AND,WILLIAMS EXTN OF THE PALM CITY TR   LOT,COM AT SW COR OF LOT 21 TR NO 17327 TH,"S 71›18'10"" E TO W LINE OF PROVON LANE",TH S THEREON AND SW ON NW LINE OF NA-,LAR3,7500,1968,1968,38184
7912,7912,4334003057,2410,25,0,0,20141105,12792150,5482350,ÿ,ÿ,0,0,0,0,0,0,220 NORTH CLARK DRIVE LLC,,,C/O HEALTH CARE REIT INC,D,20000307,12,226,,N,,90211,CLARK DR,BEVERLY HILLS CA,F,20141118,0,4500,,,,43615,DORR ST,TOLEDO OH,"TR=7005 LOTS 49,50 AND 51",,,,,,,,,BHR4*,7500,2000,2000,48606
7916,7916,4360029251,67,28,0,0,20120216,12732487,66845565,ÿ,6,0,0,79557079,0,0,0,WESTWOOD UNITED METHODIST CHURCH,LESSOR,10475 WILSHR BLVD BRWR LLC LSE,C/O HEALTH CARE REIT INC,D,20110916,0,10475,,W,,90024,WILSHIRE BLVD,LOS ANGELES CA,F,20120925,0,4500,,,,43615,DORR ST,TOLEDO OH,"TR=9200 LOTS 19,20,21,22 AND 23 BLK 4",,,,,,,,,LAR5,7500,2009,2009,167332
7919,7919,4422022015,67,28,0,0,20070426,8601486,4753449,ÿ,ÿ,0,0,0,0,0,0,SUNRISE PACIFIC PALISADES,ASSISTED LIVING LP,,,D,19670923,66,15441,,W,,90272,SUNSET BLVD,LOS ANGELES CA,F,20071102,0,7902,,,,22102,WESTPARK DR,MCLEAN VA,,A,,,TRACT NO 9300  0.32 MORE OR LESS AC COM,"N 78›46'12"" W 200 FT FROM NW COR OF","TRACT NO 10708 TH N 78›46'12"" W 17.71 FT",TH NW ON A CURVE CONCAVE TO NE RADIUS,"EQUALS 84 FT 78.29 FT TH S 64›37'49"" W",LAC2,7500,2001,2001,27513
7961,7961,5068002020,67,25,0,0,20140425,3665674,2090817,ÿ,ÿ,0,0,0,0,0,0,FLORA TERRACE WEST LLC,,,C/O ALAN S ROSMAN,D,19930701,50,6070,,W,,90035,PICO BLVD,LOS ANGELES CA,F,20141118,0,214,,,,10804,PAINE AVE,NEW ROCHELLE NY,,13,,,"TRACT NO 7887   LOTS 3, 4, 5, 6, 7, 8,","9, 10, 11, 12 AND (EX OF STS)",,,,LAC4,7500,1969,1956,42890
8060,8060,5322010030,1797,5,0,0,20140508,4498644,1891746,,,0,0,0,0,0,0,1118 N STONEMAN AVENUE LLC,,,C/O HEALTH CARE REIT INC,D,19780913,3,1110,,N,,91801,STONEMAN AVE,ALHAMBRA CA,F,20140930,0,450,,,,43615,DORR ST,TOLEDO OH,"40 FT EX ST LOT 21,POR LOTS 34,35,36,37",,,,"STONEMAN TRACT EX ST LOTS 18,19,20,NE",,,,,ALRPD*,7500,0,0,0
8064,8064,5337026021,1808,27,0,0,20060419,6002930,4000028,7,4,39586,13812,10002958,39586,13812,0,WYSONG VILLAGE APARTMENTS,LIMITED PARTNERSHIP,,C/O RET DP,D,19950605,3,105,,N,,91801,CHAPEL AVE,ALHAMBRA CA,F,20120306,0,2335,,N,,43320,BANK DR,COLUMBUS OH,OF,10,A,,*TR=MCKOON TR*LOT 8 AND NE 249 FT,,,,,ALCBD/DRD*,7500,1983,1983,72384
8067,8067,5338035090,1808,27,0,0,19920930,878713,7641435,7,4,45000,0,8520148,45000,0,0,NATIONAL CHURCH RESIDENCES,,,ATT. REAL ESTATE TAX DEPT.,D,19670923,3,21,,N,,91801,3RD ST,ALHAMBRA CA,F,20110415,0,2335,,N,,43220,BANK DR,COLUMBUS OH,AND EX OF ALLEYS LOT 15,,,,WINSOR TRACT EX OF ALLEY LOTS 13 AND 14,,,,,ALP*,7500,1993,1993,62028
8077,8077,5373031039,11978,27,0,0,20101102,4112591,1298712,ÿ,ÿ,0,0,0,0,0,0,DE MARCO PARTIES PARTNERSHIP,,,C/O LAUREN REXROAT ESQ,D,19981222,81,824,,S,,91776,GLADYS AVE,SAN GABRIEL CA,F,20101221,0,1422,,,,21209,CLARKVIEW RD,BALTIMORE MD,"1484403,970925 POR OF BLK 100",,,,M R 72-30-33 LAND DESC AS PAR 2 IN DOC,,,,,SLR3*,7500,0,0,0
8078,8078,5376021001,8569,28,0,0,20130109,2496565,9154076,ÿ,ÿ,0,0,0,0,0,0,AL US SAN GABRIEL SENIOR HOUSING,LP,,,D,19960616,81,8332,,,,91775,HUNTINGTON DR,SAN GABRIEL CA,F,20150203,0,7900,,,STE T900,22102,WESTPARK DR,MCLEAN VA,,11,15,,SUB # 3 OF THE SUNNY SLOPE ESTATE 0.92,"AC COM N 70›22'50"" E 42.73 FT FROM NW","COR OF LOT 1 TR # 12862 TH N 70›22'50"" E","207.27 FT TH N 42›03'38"" E 45 FT TO SW",LINE OF SUNNY SLOPE DR TH NW THEREON TO,LCC2*,7500,2004,2004,36083
8079,8079,5382017029,9285,5,0,0,20061010,215377,666303,ÿ,ÿ,0,0,0,0,0,0,GENERAL BOARD OF THE CHURCH OF,THE NAZARENE,,"C/O DEPASQUALE, KELLEY & CO",D,19981222,92,6355,,,,91780,OAK AVE,TEMPLE CITY CA,F,20160203,0,17001,,,,66220,PRAIRIE STAR PKWY,LENEXA KS,,2,K,,SANTA ANITA CO'S TR   LOT COM S 8›50',E 488.05 FT FROM NE COR OF LOT 1 BLK K,TH S ON W LINE OF OAK AVE 291.95 FT TH S,81›10' W TO E LINE OF ENCINITA AVE TH N,THEREON TO A PT S 81›10' W FROM BEG TH N,TCR172,7500,0,0,0
8119,8119,5510022014,67,25,0,0,20120813,445092,5098701,5,ÿ,0,0,0,0,0,0,REHABILITATION CENTRE OF,BEVERLY HILLS LESSEE,MEDICAL LANDMARK I LESSOR,,D,19930701,50,580,,S,,90048,SAN VICENTE BLVD,LOS ANGELES CA,F,20121016,0,171,,N,,60601,CLARK ST,CHICAGO IL,,14,12,,TRACT # 7555 LOTS 13 AND,,,,,LACR,7500,1998,1998,44268
8129,8129,5525012010,67,25,0,0,20010118,178009,590283,ÿ,ÿ,0,0,0,0,0,0,LA BREA GARDENS PROPERTY LLC,,,JACOB GETZ,D,19970603,50,7253,,,,90046,MELROSE AVE,LOS ANGELES CA,F,20070411,0,1349,,,,11219,49TH ST,BROOKLYN NY,TRACT # 6005,122,,,,,,,,LAC4,7500,1970,1969,12240
8134,8134,5527038028,67,9,0,0,20120831,58795,85302,ÿ,ÿ,0,0,0,0,0,0,"HERSKOWITZ,HAROLD",,,,D,19950605,50,360,,N,,90036,ORANGE GROVE AVE,LOS ANGELES CA,F,20130409,0,1496,,,,8701,CEDAR ROW,LAKEWOOD NJ,TRACT # 6568,529,,,,,,,,LAR3,7500,1932,1929,6297
8167,8167,5549029011,67,28,0,0,20121130,9362123,16643776,ÿ,ÿ,0,0,0,0,0,0,BELMONT VILLAGE HOLLYWOOD LP,,,,D,20060521,50,2051,,N,,90068,HIGHLAND AVE,LOS ANGELES CA,E,0,0,0,,,,85261,PO BOX 4900,SCOTTSDALE AZ,,C,,,"TRACT # 3564 EX OF ST LOTS A,B,D AND",,,,,LAR4,7500,2002,2001,96800
8175,8175,5610008034,4045,28,0,0,20131231,2878786,4369955,ÿ,ÿ,0,0,0,0,0,0,GRANCARE VERDUGO VISTA LLC,,,C/O KENNETH TABLER,D,19930701,37,3050,,,,91214,MONTROSE AVE,GLENDALE CA,F,20150721,0,920,,,,21152,RIDGEBROOK RD,SPARKS MD,TO BEG  PART OF,9,F,,CRESCENTA CANADA  LOT COM AT INTER-,SECTION OF W LINE OF LOT 9 BLK F WITH,SW LINE OF MONTROSE AVE (PER C S 8751),TH SE ON SD SW LINE 195 FT TH S 0›,"02'45"" W 273.59 FT TH N 53›26'15"" W",GLR3,7500,0,0,0
8184,8184,5611012017,4045,28,0,0,20080228,6088946,6224759,ÿ,ÿ,0,0,0,0,0,0,VSCRE HOLDINGS LLC,,,VENTAS INC,D,19950605,58,2640,,,,91020,HONOLULU AVE,GLENDALE CA,F,20081208,0,303,,E,STE 850,60601,WACKER DR,CHICAGO IL,,292,,,TRACT NO 2535   NW 20 FT (MEASURED AT,R/A TO NW LINE) (EX OF ST) OF LOT 260,"AND (EX OF ST) LOTS 261, 262, 263 AND",,,GLC3-R1*,7500,1973,1973,59744
8202,8202,5645002056,4045,24,0,0,20070830,378980,919581,ÿ,ÿ,0,0,0,0,0,0,250 NORTH VERDUGO ROAD LLC,,,,D,19950605,29,250,,N,,91206,VERDUGO RD,GLENDALE CA,F,20071210,0,9981,,,,33446,MARSALA WAY,DELRAY BEACH FL,LOTS 2 AND,3,,,HACKMAN AND LENNOX TRACT EX OF ST,,,,,GLC3,7500,1966,1966,25626
8215,8215,5695003004,11689,24,0,0,20070823,848601,1115168,ÿ,ÿ,0,0,0,0,0,0,630 WEST BROADWAY LLC,,,,D,19960616,29,630,,W,,91204,BROADWAY,GLENDALE CA,F,20071203,0,9981,,,,33446,MARSALA WAY,DELRAY BEACH FL,,10,,,TRACT NO 10392   N 3 FT OF LOT 6 AND,"ALL OF LOTS 1, 2, 3, 4, 5, 9 AND",,,,GLC3,7500,0,0,0
8219,8219,5720026007,7500,5,0,0,20010209,435748,643117,ÿ,ÿ,0,0,0,0,0,0,HSU FAMILY LLC ET AL,,"HSU,SU CHENG",,D,19950605,71,734,,S,,91106,MARENGO AVE,PASADENA CA,F,20140410,0,7411,,,,20817,BRADLEY BLVD,BETHESDA MD,,4,O,,SAN PASQUAL TRACT LOT COM W 150 FT FROM,NE COR OF LOT 9 WM P FORSYTH'S RESUB TH,W 237 FT TH N 80 FT TH E 187 FT TH S 40,FT TH E 50 FT TH S 40 FT TO BEG PART OF,,PSC*,7500,1977,1977,8354
8297,8297,6105005036,576,26,0,0,19971212,916546,8154260,ÿ,4,0,0,9070806,0,0,0,GARDENA MARINE AVE SENIOR,HOUSING INC,,,D,20000307,28,1715,,W,,90247,158TH ST,GARDENA CA,F,20060901,0,8425,,E,,48093,12 MILE RD,WARREN MI,M R 25-23 POR OF LOT 2 BLK 7,,,,,,,,,GAO,7500,0,0,0
8298,8298,6111022028,576,14,0,0,19840921,1025257,8636299,7,4,25000,10000,9661556,25000,10000,0,GARDENA SOUTH PARK SENIOR,PROJECT INC,,,D,19970603,28,17100,,S,,90247,PARK LN,GARDENA CA,F,20061012,0,8425,,E,,48093,12 MILE RD,WARREN MI,THAT POR IN TRA 576 OF LOT 1,,,,PARCEL MAP AS PER BK 170 P 22-23 OF P M*,,,,,GAO,7500,1985,1985,95700
8299,8299,6111022029,574,14,0,0,19840921,396359,6464239,ÿ,4,0,0,6860598,0,0,0,GARDENA SOUTH PARK SENIOR,PROJECT INC,,,D,20100110,28,17100,,S,,90247,PARK LN,GARDENA CA,F,20061012,0,8425,,E,,48093,12 MILE RD,WARREN MI,THAT POR IN TRA 574 OF LOT 1,,,,PARCEL MAP AS PER BK 170 P 22-23 OF P M*,,,,,GAO,7500,1985,1985,95700
8300,8300,6111022032,574,14,0,0,19890927,470340,4428274,7,4,20000,0,4898614,20000,0,0,GARDENA SENIOR HOUSING INC,,,,D,19990531,28,17150,,S,,90247,PARK LN,GARDENA CA,F,20030909,0,25900,,,NO 326,48237,GREENFIELD RD,OAK PARK MI,P M 216-61-62 LOT 1,,,,,,,,,GAO,7500,1990,1990,51062
8302,8302,6114019011,576,26,0,0,20101201,3961209,1601458,ÿ,ÿ,0,0,0,0,0,0,ROSECRANS PARTNERS LLC,,,,D,19960616,28,1140,,W,,90247,ROSECRANS AVE,GARDENA CA,F,20110208,0,6030,,N,,85012,CENTRAL AVE,PHOENIX AZ,,32,B,,STRAWBERRY PARK TRACT E 250 FT OF W,380 FT OF S 280 FT OF N 300 FT OF,,,,GAP,7500,0,0,0
8316,8316,6226020037,637,12,0,0,20060419,1400295,3647934,ÿ,4,0,0,5048229,0,0,0,CLARA PARK VILLAGE APARTMENTS,,,,D,19950605,10,4805,,,,90201,CLARA ST,CUDAHY CA,F,20130613,0,2335,,N,,43220,BANK DR,COLUMBUS OH,,1,,,PARCEL MAP AS PER BK 192 P 61-62 OF,,,,,CUR3*,7500,1987,1987,37230
8437,8437,7547020004,9340,26,0,0,20130109,4029283,0,ÿ,ÿ,0,0,0,0,0,0,SUNRISE TORRANCE SENIOR LIVING,LLC,,,,0,0,0,,,,0,,,F,20141216,0,7902,,,,22102,WESTPARK DR,MCLEAN VA,P M 341-28-29 EX OF ST LOT 1,,,,,,,,,TOHC-GEN,7500,0,0,0
8444,8444,7589013012,7090,28,0,0,20121130,9731406,15234255,ÿ,ÿ,0,0,0,0,0,0,BELMONT VILLAGE RPV LP,,,C/O EPROPERTYTAX-DEPT 200,D,20040518,0,5701,,,,90275,CRESTRIDGE RD,RANCHO PALOS VERDES CA,E,0,0,0,,,,85261,PO BOX 4900,SCOTTSDALE AZ,P M 292-62-63 LOT 1,,,,,,,,,RPI-,7500,2003,2003,95522
8449,8449,8031031033,13667,28,0,0,20151116,3410000,24420000,ÿ,ÿ,0,0,0,0,0,0,WHITTIER CA SENIOR PROPERTY LLC,,,,D,20010522,102,12315,,,,90604,BURGESS AVE,WHITTIER CA,F,20160419,0,1000,,,STE 1600,32801,LEGION PL,ORLANDO FL,E 13 FT OF LOT 247,,,,"TR=10100 LOTS 234,235,239 THRU 246 AND",,,,,LCA1YY,7500,2001,2001,61934
8460,8460,8139020037,6845,28,0,0,20100901,1801972,14431956,ÿ,ÿ,0,0,0,0,0,0,MGP XXXIII LLC,,,C/O CPAC,D,20130303,102,13250,,,,90601,PHILADELPHIA ST,WHITTIER CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,"24, EX ST LOTS 2,3, VAC ALLEY BLK 18",,,,"WHITTIER LOTS 19 THRU 23, EX STS LOTS 1,",,,,,WHC2UD*,7500,1988,1988,117159
8480,8480,8277001022,3199,28,0,0,19930930,1029148,8371874,ÿ,ÿ,0,0,0,0,0,0,BRIDGECREEK RETIREMENT RESIDENCE,LTO PTNSP AND,COLSON AND COLSON CONSTRUCTION,ATTN:PROPERTY TAX,D,19930701,101,3601,,E,,91791,HOLT AVE,WEST COVINA CA,E,0,0,0,,,,75313,PO BOX 130477,DALLAS TX,9 AND,10,,,TR=10330*POR OF VAC ST AND POR OF LOTS,,,,,WCRA20000*,7500,0,0,0
8487,8487,8315008037,2730,28,0,0,20100609,4470682,1842791,ÿ,ÿ,0,0,0,0,0,0,CSE CLAREMONT LLC,,,C/O CLAREMONT CAPITAL SOURCE LLC,D,19950605,18,590,,S,,91711,INDIAN HILL BLVD,CLAREMONT CA,F,20120207,0,4445,,,12TH FL,20815,WILLARD AVE,CHEVY CHASE MD,,16,,,NORTH EAST POMONA TRACT 4.73 MORE OR,LESS ACS COM AT INTERSECTION OF S LINE,OF N 325.5 FT OF LOT 16 WITH E LINE OF,NW 1/4 OF SD LOT TH S ON SD E LINE TO N,LINE OF TRACT NO 25865 TH W ON SD N LINE,CLRM4000-RS8000,7500,1966,1958,29613
8494,8494,8336009034,7790,27,0,0,20150401,1624400,710675,ÿ,ÿ,0,0,0,0,0,0,WEST PEARL STREET LLC,,,,D,19670923,74,215,,W,,91768,PEARL ST,POMONA CA,F,20160202,0,2,,N,STE 725,60602,LASALLE ST,CHICAGO IL,"22,23 AND",24,,,"OGLE AND CRABB'S SUB RICE TRACT LOTS 21,",,,,,POAP*,7500,1964,1964,17205
8499,8499,8357002061,7790,27,0,0,20030701,809310,770193,ÿ,ÿ,0,0,0,0,0,0,OHI ASSET LLC,,,"STEPHENSON,BOB",D,19960616,74,1425,,,,91768,LAUREL AVE,POMONA CA,F,20090416,0,200,,,STE 3500,21030,INTERNATIONAL CIRCLE,HUNT VALLEY MD,,2,G,,CURRIER TRACT   LOT COM S 88›30' W 150,FT FROM SE COR OF LOT 2 BLK G TH S 88›,30' W 50 FT TH N 125 FT TH S 88›30' W,100 FT TH N 275 FT TH N 88›30' E 100 FT,TH N TO SE LINE OF ORANGE GROVE AVE TH,POR4*,7500,0,0,0
8518,8518,8390013002,5063,27,0,0,20040804,153054,994987,ÿ,ÿ,0,0,0,0,0,0,C H CASA BONITA LTD,,,,D,19950605,79,535,,E,,91773,BONITA AVE,SAN DIMAS CA,E,0,0,0,,,,85327,PO BOX 1637,CAVE CREEK AZ,,4,,,TRACT NO 6752  2.31 MORE OR LESS ACS ON,N LINE OF BONITA AVE COM E THEREON,278.45 FT FROM SW COR OF LOT 4 TH E ON,"SD N LINE 175 FT TH N 0›02'21"" W","555.38 FT TH W 250.4 FT TH S 0›00'35"" E",SDAP*,7500,1970,1970,30073
8525,8525,8426031054,12989,28,0,0,20110701,5018721,10928718,ÿ,ÿ,0,0,0,0,0,0,NATIONWIDE HEALTH PROPERTIES INC,,,C/O ATRIA SR LIVING GROUP INC,D,20010529,0,801,,,,91773,CYPRESS WAY,SAN DIMAS CA,F,20111213,0,401,,S,STE 1900,40202,4TH ST,LOUISVILLE KY,P M 288-66-67 POR OF LOT 2,,,,,,,,,SDAP*,7500,1974,1974,105732
8526,8526,8432016027,3021,28,0,0,20060705,1387604,2377490,ÿ,ÿ,0,0,0,0,0,0,"LEEDS,ADAM TR ET AL",TRUST A AND,"ROSS,ANDREA TR A ROSS TRUST",ATRIA SR LIVING GROUP INC,D,19950605,21,825,,W,,91722,SAN BERNARDINO RD,COVINA CA,F,20070124,0,401,,S,STE 1900,40202,4TH ST,LOUISVILLE KY,,6,,,*TR=29309 *LOTS 4 THRU,,,,,CVC3A**,7500,1977,1977,36485
8529,8529,8438022072,2088,28,0,0,20150401,1616278,862962,ÿ,ÿ,0,0,0,0,0,0,ROSE BALDWIN PARK PROPERTY LLC,,,C/O KARELL CAPITAL VENTURES INC,D,19930701,9,3541,,,,91706,PUENTE AVE,BALDWIN PARK CA,F,20160119,0,303,,W,STE 2400,60606,MADISON ST,CHICAGO IL,POR OF,126,,,*TR=962*LOT COM N 48›05' W 10 FT FROM,MOST S COR OF LOT 126 TH N 48›05' W TO,SW PROLONGATION OF SE LINE OF LOT 16,TR NO 26197 TH NE ON SD PROLONGATION TO,SE LINE OF SD TR TH NE AND FOLLOWING,BPR1*,7500,1963,1963,10324
8542,8542,8519030051,6209,28,0,0,20050930,303605,828863,6,ÿ,145232,85063,0,0,0,0,FIT REN THE GABLES LP,,,C/O FLANAGAN-BROOKDALE,D,19940609,55,201,,E,,91016,FOOTHILL BLVD,MONROVIA CA,F,20150812,0,500,,N,STE 400,60654,DEARBORN ST,CHICAGO IL,P M 224-100 N 50 FT OF LOT 1,,,,,,,,,MOCG,7500,1989,1989,49136
8543,8543,8519030052,6209,28,0,0,20050930,303605,1206355,5,ÿ,0,0,0,0,0,0,FIT REN THE GABLES LP,,,C/O FLANAGAN-BROOKDALE,D,20011218,55,201,,E,,91016,FOOTHILL BLVD,MONROVIA CA,F,20150812,0,500,,N,STE 400,60654,DEARBORN ST,CHICAGO IL,1,,,,P M 224-100 S 50 FT OF N 100 FT OF LOT,,,,,MOCG,7500,1989,1989,49136
8544,8544,8519030053,6221,28,0,0,20050930,806927,3463225,5,ÿ,0,0,0,0,0,0,FIT REN THE GABLES LP,,,C/O FLANAGAN-BROOKDALE,D,19900704,55,201,,E,,91016,FOOTHILL BLVD,MONROVIA CA,F,20150812,0,500,,N,STE 400,60654,DEARBORN ST,CHICAGO IL,OF LOT 1,,,,P M 224-100 S 134 FT MEASURED ON E LINE,,,,,MOCG,7500,1989,1989,49136
8550,8550,8538012017,3621,27,0,0,20081110,438197,328701,ÿ,ÿ,0,0,0,0,0,0,HAWTHORNE REAL ESTATE PARTNERS,LLC AND,DEBLAR PROPERTIES,C/O DEBLAR PROPERTIES,D,20061210,25,5053,,,,91732,PECK RD,EL MONTE CA,F,20100510,0,2299,,,STE 207,80302,PEARL ST,BOULDER CO,TRACT # 10746,28,,,,,,,,EMC2*,7500,1960,1960,9621
8551,8551,8538012018,3621,27,0,0,20081110,894660,317324,ÿ,ÿ,0,0,0,0,0,0,HAWTHORNE REAL ESTATE PARTNERS,LLC AND,DEBLAR PROPERTIES,C/O DEBLAR PROPERTIES,D,19981222,25,5043,,,,91732,PECK RD,EL MONTE CA,F,20100510,0,2299,,,STE 207,80302,PEARL ST,BOULDER CO,TRACT # 10746,29,,,,,,,,EMC2,7500,1988,1988,18384
8554,8554,8543025029,2088,28,0,0,20150401,2568582,3654900,ÿ,ÿ,0,0,0,0,0,0,CASA SIERRA CALIFORNIA ASSOC,,,C/O AVIV ASSET MGMT LLC,D,20010611,9,14318,,,,91706,OHIO ST,BALDWIN PARK CA,F,20160202,0,2,,N,STE 725,60602,LA SALLE ST,CHICAGO IL,,17,,,REVISED MAP OF VINELAND OF THE AZUSA,1.62 MORE OR LESS ACS COM AT NW COR OF,LOT 17 TH E ON S LINE OF OHIO ST 100 FT,TH S 150 FT TH E 50 FT TH S 130 FT TH E,50 FT TH S TO S LINE OF SD LOT TH W,BPR1*,7500,1965,1965,23132
8561,8561,8549035019,6549,27,0,0,20041122,178507,357032,ÿ,ÿ,0,0,0,0,0,0,BASLE REALTY CO LLC,,,,D,19940609,25,3941,,,,91732,PENN MAR AVE,EL MONTE CA,F,20050404,0,260,,E,# 315,48009,BROWN ST,BIRMINGHAM MI,TRACT # 10911,18,A,,,,,,,EMR3*,7500,1966,1966,10217
8586,8586,8637023012,4133,6,0,0,20060119,606061,202017,ÿ,ÿ,0,0,0,0,0,0,RF HOLDINGS CALIFORNIA LLC,,,,D,19960616,30,412,,N,,91741,GRAND AVE,GLENDORA CA,F,20060227,0,505,,,,40207,EXECUTIVE PK,LOUISVILLE KY,,30,1N,9.0,"LOT COM N 0›03'15"" E 97 FT FROM NW COR",OF LOT 1 TR # 15249 TH N ON E LINE OF,"GRAND AVE 75 FT TH N 89›51'10"" E TO W",LINE OF LAND DESC IN OR27085-66 TH S ON,"SD W LINE 75 FT TH S 89›51'10"" W TO BEG",GDE4,7500,1962,1949,2527
8588,8588,8641013038,2692,27,0,0,20120531,1598691,1709583,ÿ,ÿ,0,0,0,0,0,0,GLENDORA HOLDINGS LLC,,,C/O GREGORY S ANDERSON,D,20160314,30,435,,E,,91740,GLADSTONE ST,GLENDORA CA,F,20121002,0,1501,,E,,85020,ORANGEWOOD AVE,PHOENIX AZ,SE 1/4 OF NE 1/4 OF SEC 6 T1S R9W,,,,FOR DESC SEE ASSESSOR'S MAPS POR OF,,,,,GDMS*,7500,0,0,0
8595,8595,8684020003,2058,28,0,0,20110118,4035751,7730593,ÿ,ÿ,0,0,0,0,0,0,SSL LANDLORD LLC,,,C/O HEALTH CARE REIT INC,D,19990531,8,125,,W,,91702,SIERRA MADRE AVE,AZUSA CA,F,20110329,0,4500,,,,43615,DORR ST,TOLEDO OH,AND 2 IN,27,1N,10.0,2.14 MORE OR LESS ACS COM AT INTER-,SECTION OF W LINE OF LOT 2 IN SEC 27,T 1N R 10W WITH NE LINE OF SAN GABRIEL,CANYON RD PER FM11140 TH SE ON SD NE,LINE AND E ON N LINE OF SIERRA MADRE,AZC2YY,7500,0,0,0
8596,8596,8684020008,2057,28,0,0,20110118,528143,0,ÿ,ÿ,0,0,0,0,0,0,SSL LANDLORD LLC,,,C/O HEALTH CARE REIT INC,D,20011218,8,1430,,N,,91702,SAN GABRIEL CANYON RD,AZUSA CA,F,20110329,0,4500,,,,43615,DORR ST,TOLEDO OH,OF LOT 2 IN,27,1N,10.0,LOT COM N 4› W 330 FT FROM SW COR OF LOT,2 IN SEC 27 T 1N R 10W TH E ON S LINE OF,LAND DESC IN OR43771-405 TO HAROLD M,VALLENTINE 100 FT TH N ON E LINE OF SD,LAND TO A PT N 4› W 115 FT AND E,AZC2YY,7500,0,0,0
